순,이름,팀/포지션,정렬용,출장,이닝,평균구속_직구,평균구속_슬라,평균구속_커브,평균구속_첸졉,평균구속_스플,평균구속_싱커,평균구속_너클,평균구속_기타,직구구사율,슬라구사율,커브구사율,첸졉구사율,스플구사율,싱커구사율,너클구사율,기타구사율,Swing%IZ,Swing%OZ,Swing%All,Contact%IZ,Contact%OZ,Contact%All,Zone%
179,김명신,23두, 141.8 , 70 , 79.0 , 141.8 , 126.7 , 116.0 , 123.0 , 127.7 ,  ,  ,  , 48.9 , 13.2 , 13.4 , 0.1 , 24.5 , 0.0 , 0.0 , 0.0 , 66.0 , 31.2 , 46.5 , 85.2 , 74.3 , 81.1 , 43.9 
,이승현,23삼, 141.8 , 60 , 60.0 , 141.8 , 131.6 , 124.0 , 120.1 , 129.5 ,  ,  ,  , 50.2 , 26.3 , 0.3 , 11.2 , 12.0 , 0.0 , 0.0 , 0.0 , 71.5 , 30.6 , 48.7 , 91.2 , 73.2 , 85.0 , 44.4 
,주권,23K, 141.8 , 42 , 47.0 , 141.8 , 127.5 , 116.8 , 127.2 , 135.2 ,  ,  ,  , 34.4 , 5.8 , 0.7 , 57.0 , 2.1 , 0.0 , 0.0 , 0.0 , 72.2 , 31.1 , 48.9 , 87.0 , 69.0 , 80.5 , 43.3 
,황동하,23K, 141.8 , 13 , 31.1 , 141.8 , 131.3 , 120.0 ,  , 126.9 ,  ,  ,  , 50.9 , 31.3 , 4.6 , 0.0 , 13.2 , 0.0 , 0.0 , 0.0 , 62.7 , 22.9 , 39.2 , 89.2 , 69.2 , 82.3 , 41.0 
,이영준,23키, 141.8 , 2 , 1.2 , 141.8 , 132.1 ,  ,  , 132.0 ,  ,  ,  , 73.5 , 20.6 , 0.0 , 0.0 , 5.9 , 0.0 , 0.0 , 0.0 , 72.2 , 25.0 , 50.0 , 100.0 , 75.0 , 94.1 , 52.9 
184,임창민,23키, 141.7 , 51 , 46.2 , 141.7 , 131.9 ,  ,  , 133.2 ,  ,  ,  , 46.4 , 35.4 , 0.0 , 0.0 , 18.2 , 0.0 , 0.0 , 0.0 , 65.7 , 31.6 , 46.9 , 83.1 , 68.1 , 77.5 , 44.8 
,김호준,23두, 141.7 , 3 , 3.0 , 141.7 , 128.3 ,  ,  ,  ,  ,  ,  , 67.8 , 32.2 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 83.3 , 26.8 , 44.1 , 93.3 , 54.5 , 76.9 , 30.5 
,강재민,23한, 141.7 , 43 , 43.1 , 141.7 , 124.6 , 119.6 ,  , 134.9 , 140.1 ,  ,  , 43.9 , 33.9 , 8.6 , 0.0 , 8.6 , 5.0 , 0.0 , 0.0 , 67.3 , 26.7 , 44.6 , 88.0 , 67.5 , 81.1 , 44.1 
187,진승현,23롯, 141.6 , 24 , 27.2 , 141.6 , 129.1 , 112.7 , 128.5 , 130.0 ,  ,  ,  , 44.7 , 32.8 , 11.8 , 10.5 , 0.2 , 0.0 , 0.0 , 0.0 , 65.1 , 30.6 , 44.1 , 83.1 , 60.6 , 73.6 , 39.2 
,제환유,23두, 141.6 , 1 , 2.0 , 141.6 , 123.5 , 114.1 ,  ,  ,  ,  ,  , 52.8 , 32.1 , 15.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 60.0 , 12.1 , 30.2 , 91.7 , 50.0 , 81.3 , 37.7 
189,배제성,23K, 141.5 , 26 , 130.1 , 141.5 , 128.9 , 116.4 , 123.7 ,  ,  ,  ,  , 50.7 , 38.0 , 1.7 , 9.7 , 0.0 , 0.0 , 0.0 , 0.0 , 65.7 , 26.9 , 42.6 , 90.1 , 70.3 , 82.7 , 40.4 
,김도규,23롯, 141.5 , 36 , 29.2 , 141.5 , 126.3 ,  ,  , 125.5 ,  ,  ,  , 48.8 , 20.5 , 0.0 , 0.0 , 30.8 , 0.0 , 0.0 , 0.0 , 72.4 , 24.4 , 43.3 , 88.8 , 69.6 , 82.3 , 39.3 
,김민규,23두, 141.5 , 6 , 8.1 , 141.5 , 123.3 , 118.0 ,  , 123.7 ,  ,  ,  , 55.6 , 36.6 , 0.7 , 0.0 , 7.2 , 0.0 , 0.0 , 0.0 , 72.7 , 21.8 , 43.8 , 83.3 , 73.7 , 80.6 , 43.1 
192,임찬규,23L, 141.4 , 30 , 144.2 , 141.4 , 130.4 , 110.7 , 127.6 ,  ,  ,  ,  , 39.1 , 4.9 , 23.5 , 32.6 , 0.0 , 0.0 , 0.0 , 0.0 , 64.0 , 34.0 , 47.2 , 85.2 , 67.0 , 77.8 , 43.9 
,김기중,23한, 141.4 , 37 , 56.1 , 141.4 , 130.5 , 116.0 , 128.2 ,  ,  ,  ,  , 45.2 , 31.6 , 16.4 , 6.8 , 0.0 , 0.0 , 0.0 , 0.0 , 62.5 , 26.1 , 41.6 , 89.7 , 60.1 , 79.1 , 42.6 
194,박세진,23K, 141.3 , 16 , 11.2 , 141.3 , 126.4 , 117.4 , 126.3 , 126.5 ,  ,  ,  , 69.1 , 10.0 , 2.6 , 17.5 , 0.7 , 0.0 , 0.0 , 0.0 , 65.1 , 23.9 , 40.4 , 91.5 , 61.5 , 80.9 , 40.1 
,박세웅,23삼, 141.3 , 2 , 0.2 , 141.3 , 131.4 ,  ,  ,  ,  ,  ,  , 71.4 , 28.6 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 42.9 , 19.0 , 25.0 , 100.0 , 50.0 , 71.4 , 25.0 
,이태연,23롯, 141.3 , 15 , 5.2 , 141.3 , 128.4 , 118.3 , 127.0 , 132.7 ,  ,  ,  , 60.5 , 34.6 , 2.5 , 0.6 , 1.9 , 0.0 , 0.0 , 0.0 , 61.8 , 21.5 , 35.2 , 85.3 , 73.9 , 80.7 , 34.0 
,최영환,23롯, 141.3 , 8 , 10.0 , 141.3 , 134.3 , 115.9 ,  , 133.5 ,  ,  ,  , 39.8 , 38.9 , 13.3 , 0.0 , 8.0 , 0.0 , 0.0 , 0.0 , 69.0 , 30.9 , 45.6 , 91.7 , 79.1 , 86.4 , 38.5 
198,신민혁,23N, 141.2 , 29 , 122.0 , 141.2 , 135.7 , 114.7 , 127.0 ,  , 135.5 ,  ,  , 26.7 , 28.7 , 2.9 , 41.5 , 0.0 , 0.3 , 0.0 , 0.0 , 66.5 , 33.7 , 49.2 , 86.3 , 73.2 , 81.6 , 47.2 
,이준영,23K, 141.2 , 64 , 33.2 , 141.2 , 131.4 ,  ,  ,  , 133.0 ,  ,  , 25.4 , 74.5 , 0.0 , 0.0 , 0.0 , 0.2 , 0.0 , 0.0 , 57.0 , 31.4 , 41.5 , 85.6 , 61.0 , 74.3 , 39.4 
200,오상원,23키, 140.9 , 11 , 15.0 , 140.9 , 131.1 ,  , 130.6 ,  ,  ,  ,  , 57.0 , 28.2 , 0.0 , 14.8 , 0.0 , 0.0 , 0.0 , 0.0 , 71.3 , 25.7 , 43.3 , 93.9 , 76.6 , 87.6 , 38.6 
,윤명준,23롯, 140.9 , 21 , 19.1 , 140.9 , 130.5 , 122.3 ,  , 131.3 , 138.0 ,  ,  , 35.6 , 3.4 , 29.9 , 0.0 , 30.8 , 0.3 , 0.0 , 0.0 , 70.2 , 27.4 , 44.5 , 86.9 , 69.0 , 80.3 , 39.9 
202,이우석,23N, 140.8 , 1 , 0.2 , 140.8 , 128.0 ,  ,  ,  ,  ,  ,  , 80.0 , 20.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 20.0 , 100.0 ,  , 100.0 , 20.0 
203,김재웅,23키, 140.7 , 67 , 59.2 , 140.7 , 130.6 , 120.1 , 128.9 ,  ,  ,  ,  , 62.4 , 17.0 , 3.1 , 17.5 , 0.0 , 0.0 , 0.0 , 0.0 , 64.0 , 26.2 , 41.8 , 82.3 , 70.9 , 78.1 , 41.3 
,석상호,23롯, 140.7 , 5 , 5.1 , 140.7 , 124.7 , 123.9 ,  , 129.9 ,  ,  ,  , 63.4 , 7.3 , 17.1 , 0.0 , 12.2 , 0.0 , 0.0 , 0.0 , 66.7 , 19.2 , 36.6 , 85.0 , 40.0 , 70.0 , 36.6 
205,이재학,23N, 140.6 , 15 , 67.1 , 140.6 , 130.2 , 119.1 , 122.5 ,  ,  ,  ,  , 42.8 , 8.2 , 1.1 , 48.0 , 0.0 , 0.0 , 0.0 , 0.0 , 63.5 , 27.5 , 42.9 , 85.8 , 67.2 , 79.0 , 42.7 
,이호성,23삼, 140.6 , 5 , 17.0 , 140.6 , 126.1 , 114.8 , 128.3 ,  ,  ,  ,  , 49.6 , 21.0 , 11.8 , 17.6 , 0.0 , 0.0 , 0.0 , 0.0 , 65.8 , 21.1 , 40.8 , 89.9 , 65.6 , 82.9 , 44.1 
,황동재,23삼, 140.6 , 7 , 31.2 , 140.6 , 130.3 , 113.9 ,  , 128.1 ,  ,  ,  , 48.5 , 18.0 , 4.2 , 0.0 , 29.3 , 0.0 , 0.0 , 0.0 , 70.0 , 25.1 , 44.8 , 87.8 , 61.1 , 79.4 , 43.8 
,맥키니,23키, 140.6 , 12 , 59.1 , 140.6 , 136.0 , 121.9 , 129.4 ,  ,  ,  ,  , 45.1 , 17.8 , 16.1 , 20.9 , 0.0 , 0.0 , 0.0 , 0.0 , 65.1 , 24.6 , 41.3 , 89.1 , 63.1 , 80.0 , 41.3 
209,김윤식,23L, 140.5 , 17 , 74.2 , 140.5 , 126.3 , 113.8 , 119.4 ,  , 132.5 ,  ,  , 51.1 , 19.9 , 8.6 , 20.3 , 0.0 , 0.2 , 0.0 , 0.0 , 62.7 , 28.9 , 44.0 , 89.2 , 75.9 , 84.4 , 44.5 
210,홍정우,23삼, 140.4 , 36 , 36.0 , 140.4 , 129.4 ,  , 125.3 , 129.5 ,  ,  ,  , 50.8 , 20.5 , 0.0 , 6.8 , 21.9 , 0.0 , 0.0 , 0.0 , 69.0 , 24.2 , 43.1 , 84.4 , 81.6 , 83.5 , 42.1 
211,함덕주,23L, 140.3 , 57 , 55.2 , 140.3 , 123.7 , 111.0 , 126.1 ,  ,  ,  ,  , 54.4 , 18.0 , 0.3 , 27.3 , 0.0 , 0.0 , 0.0 , 0.0 , 59.5 , 31.3 , 42.5 , 81.0 , 62.6 , 72.9 , 39.9 
,오석주,23L, 140.3 , 9 , 10.0 , 140.3 , 131.9 , 111.2 ,  , 126.0 ,  ,  ,  , 34.7 , 38.6 , 19.9 , 0.0 , 6.8 , 0.0 , 0.0 , 0.0 , 63.2 , 27.0 , 42.6 , 83.3 , 66.7 , 77.3 , 43.2 
213,이상영,23L, 140.2 , 6 , 11.0 , 140.2 , 129.0 , 113.0 , 126.7 ,  ,  ,  ,  , 57.7 , 24.5 , 0.5 , 17.3 , 0.0 , 0.0 , 0.0 , 0.0 , 57.5 , 18.0 , 33.2 , 87.0 , 69.6 , 81.2 , 38.5 
214,태너,23N, 140.1 , 11 , 64.2 , 140.1 , 125.3 , 116.9 , 125.2 , 121.0 ,  ,  ,  , 48.5 , 34.5 , 4.5 , 12.5 , 0.1 , 0.0 , 0.0 , 0.0 , 68.4 , 34.7 , 50.9 , 86.8 , 68.7 , 80.4 , 48.1 
,이재희,23삼, 140.1 , 2 , 8.0 , 140.1 , 133.8 ,  , 131.5 ,  ,  ,  ,  , 36.4 , 47.9 , 0.0 , 15.7 , 0.0 , 0.0 , 0.0 , 0.0 , 68.6 , 29.2 , 43.6 , 80.0 , 57.7 , 70.5 , 36.4 
,김강현,23롯, 140.1 , 2 , 3.0 , 140.1 , 126.3 ,  , 125.1 ,  , 136.0 ,  ,  , 44.3 , 36.1 , 0.0 , 13.1 , 0.0 , 6.6 , 0.0 , 0.0 , 60.7 , 21.2 , 39.3 , 94.1 , 100.0 , 95.8 , 45.9 
217,이태양,23한, 140.0 , 50 , 100.1 , 140.0 , 131.6 , 116.4 ,  , 127.0 ,  ,  ,  , 42.0 , 14.8 , 8.7 , 0.0 , 34.6 , 0.0 , 0.0 , 0.0 , 70.5 , 31.8 , 49.2 , 88.5 , 73.6 , 83.2 , 44.9 
,이승진,23두, 140.0 , 1 , 0.2 , 140.0 , 137.2 , 118.8 ,  ,  ,  ,  ,  , 45.8 , 37.5 , 16.7 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 54.5 , 23.1 , 37.5 , 100.0 , 0.0 , 66.7 , 45.8 
219,박정수,23두, 139.9 , 25 , 36.2 , 139.9 , 130.8 , 121.2 , 126.7 ,  ,  ,  ,  , 38.0 , 21.5 , 20.0 , 20.4 , 0.0 , 0.0 , 0.0 , 0.0 , 65.3 , 28.3 , 42.1 , 87.6 , 63.2 , 77.3 , 37.2 
,이명종,23키, 139.9 , 45 , 57.0 , 139.9 , 123.1 , 116.0 , 123.2 ,  ,  ,  ,  , 46.3 , 40.6 , 7.5 , 5.5 , 0.0 , 0.0 , 0.0 , 0.0 , 62.4 , 23.2 , 40.8 , 90.2 , 80.2 , 87.1 , 44.8 
,홍원표,23삼, 139.9 , 3 , 3.2 , 139.9 , 125.0 , 115.8 ,  , 125.4 ,  ,  ,  , 57.1 , 14.3 , 14.3 , 0.0 , 14.3 , 0.0 , 0.0 , 0.0 , 66.7 , 18.8 , 39.3 , 93.8 , 83.3 , 90.9 , 42.9 
222,윤대경,23한, 139.8 , 47 , 47.2 , 139.8 , 125.1 , 114.2 , 124.2 ,  ,  ,  ,  , 59.0 , 5.9 , 11.1 , 24.0 , 0.0 , 0.0 , 0.0 , 0.0 , 72.7 , 31.8 , 49.7 , 83.8 , 73.2 , 80.0 , 43.8 
,윤중현,23K, 139.8 , 31 , 28.0 , 139.8 , 123.7 , 120.2 , 127.1 ,  , 139.5 ,  ,  , 39.2 , 1.5 , 22.4 , 12.8 , 0.0 , 24.1 , 0.0 , 0.0 , 67.1 , 28.9 , 43.7 , 93.4 , 75.0 , 86.0 , 38.8 
,진해수,23L, 139.8 , 19 , 14.2 , 139.8 , 127.6 , 116.7 ,  , 134.1 ,  ,  ,  , 31.4 , 45.1 , 9.9 , 0.0 , 13.7 , 0.0 , 0.0 , 0.0 , 59.8 , 26.7 , 41.4 , 91.1 , 63.6 , 81.3 , 44.4 
,박권후,23삼, 139.8 , 4 , 2.2 , 139.8 , 126.6 ,  ,  , 121.7 ,  ,  ,  , 60.0 , 14.5 , 0.0 , 0.0 , 25.5 , 0.0 , 0.0 , 0.0 , 85.7 , 36.6 , 49.1 , 100.0 , 80.0 , 88.9 , 25.5 
,장지수,23한, 139.8 , 1 , 2.0 , 139.8 , 126.5 , 113.2 ,  ,  ,  ,  ,  , 43.2 , 29.5 , 27.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 78.6 , 33.3 , 47.7 , 90.9 , 80.0 , 85.7 , 31.8 
,소형준,23K, 139.8 , 3 , 11.0 , 139.8 , 138.6 , 120.0 , 128.9 ,  , 139.5 ,  ,  , 2.6 , 27.6 , 12.3 , 20.6 , 0.0 , 36.8 , 0.0 , 0.0 , 70.0 , 26.9 , 45.7 , 92.9 , 82.9 , 89.5 , 43.5 
228,김태욱,23롯, 139.7 , 1 , 1.0 , 139.7 , 123.0 , 112.3 ,  ,  ,  ,  ,  , 68.8 , 12.5 , 18.8 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 71.4 , 30.0 , 47.1 , 100.0 , 100.0 , 100.0 , 41.2 
,김주한,23S, 139.7 , 1 , 0.0 , 139.7 , 122.0 ,  , 125.3 ,  ,  ,  ,  , 18.8 , 6.3 , 0.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 83.3 , 30.0 , 50.0 , 80.0 , 33.3 , 62.5 , 37.5 
230,심재민,23K롯, 139.6 , 33 , 47.2 , 139.6 , 128.6 , 117.0 , 130.2 ,  ,  ,  ,  , 40.5 , 23.8 , 23.1 , 12.7 , 0.0 , 0.0 , 0.0 , 0.0 , 64.3 , 27.2 , 44.1 , 89.3 , 68.9 , 82.4 , 45.4 
,이승호,23키, 139.6 , 4 , 5.0 , 139.6 , 126.6 , 120.0 , 125.1 , 121.0 ,  ,  ,  , 75.8 , 14.3 , 1.1 , 7.7 , 1.1 , 0.0 , 0.0 , 0.0 , 66.7 , 22.7 , 36.5 , 95.0 , 93.3 , 94.3 , 31.3 
,김민우,23한, 139.6 , 12 , 51.2 , 139.6 , 128.4 , 116.6 ,  , 131.3 ,  ,  ,  , 46.7 , 2.8 , 14.3 , 0.0 , 36.2 , 0.0 , 0.0 , 0.0 , 66.0 , 30.5 , 44.6 , 80.6 , 67.6 , 75.2 , 39.8 
233,양지율,23키, 139.5 , 1 , 0.2 , 139.5 , 128.5 , 120.0 , 130.0 ,  ,  ,  ,  , 42.9 , 39.3 , 14.3 , 3.6 , 0.0 , 0.0 , 0.0 , 0.0 , 20.0 , 13.0 , 14.3 , 100.0 , 66.7 , 75.0 , 17.9 
234,임정호,23N, 139.2 , 65 , 50.0 , 139.2 , 129.8 , 118.2 , 130.6 , 132.9 , 137.5 ,  ,  , 0.7 , 40.2 , 11.9 , 3.2 , 1.6 , 42.4 , 0.0 , 0.0 , 61.2 , 28.1 , 43.1 , 85.0 , 70.5 , 79.8 , 45.4 
235,장세진,23롯, 139.1 , 2 , 1.1 , 139.1 , 123.7 , 112.0 , 127.0 ,  ,  ,  ,  , 56.8 , 32.4 , 2.7 , 8.1 , 0.0 , 0.0 , 0.0 , 0.0 , 75.0 , 27.6 , 37.8 , 83.3 , 62.5 , 71.4 , 21.6 
236,박영완,23롯, 139.0 , 1 , 1.0 , 139.0 , 129.5 ,  ,  ,  ,  ,  ,  , 84.6 , 15.4 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 14.3 , 30.8 , 100.0 , 0.0 , 75.0 , 46.2 
,심창민,23N, 139.0 , 5 , 3.1 , 139.0 , 126.7 , 120.6 , 128.4 ,  ,  ,  ,  , 32.9 , 40.5 , 15.2 , 11.4 , 0.0 , 0.0 , 0.0 , 0.0 , 52.0 , 25.9 , 34.2 , 53.8 , 50.0 , 51.9 , 31.6 
238,문경찬,23롯, 138.8 , 2 , 2.0 , 138.8 , 125.0 , 118.9 , 124.2 ,  , 131.0 ,  ,  , 47.2 , 11.1 , 19.4 , 16.7 , 0.0 , 5.6 , 0.0 , 0.0 , 52.4 , 40.0 , 47.2 , 100.0 , 50.0 , 82.4 , 58.3 
239,조이현,23K, 138.7 , 18 , 35.0 , 138.7 , 127.4 , 110.8 ,  , 127.7 , 136.7 ,  ,  , 35.1 , 14.9 , 10.0 , 0.0 , 33.0 , 7.0 , 0.0 , 0.0 , 72.8 , 36.9 , 52.5 , 93.5 , 74.6 , 86.0 , 43.4 
,이원재,23두, 138.7 , 1 , 1.0 , 138.7 , 127.0 ,  , 130.0 ,  ,  ,  ,  , 73.5 , 20.6 , 0.0 , 5.9 , 0.0 , 0.0 , 0.0 , 0.0 , 41.7 , 9.1 , 20.6 , 100.0 , 100.0 , 100.0 , 35.3 
,김재영,23한, 138.7 , 6 , 8.0 , 138.7 , 128.0 , 120.6 , 124.8 , 127.6 , 129.0 ,  ,  , 70.8 , 3.5 , 11.8 , 4.2 , 9.0 , 0.7 , 0.0 , 0.0 , 68.4 , 34.1 , 47.6 , 84.6 , 86.7 , 85.5 , 39.3 
242,김민수,23K, 138.1 , 14 , 13.0 , 138.1 , 123.8 , 121.0 , 125.5 , 124.9 ,  ,  ,  , 45.5 , 19.8 , 27.2 , 2.0 , 5.4 , 0.0 , 0.0 , 0.0 , 66.0 , 25.2 , 45.3 , 93.9 , 80.8 , 90.2 , 49.3 
243,최원준,23두, 137.9 , 26 , 107.2 , 137.9 , 127.3 , 112.9 , 122.9 , 121.4 ,  ,  ,  , 53.0 , 29.9 , 10.2 , 5.7 , 1.2 , 0.0 , 0.0 , 0.0 , 70.8 , 27.7 , 47.6 , 88.2 , 71.1 , 82.9 , 46.2 
,윤정현,23키, 137.9 , 5 , 6.0 , 137.9 , 125.9 , 116.0 , 129.0 ,  , 134.3 ,  ,  , 6.9 , 38.2 , 1.0 , 1.0 , 0.0 , 52.9 , 0.0 , 0.0 , 68.8 , 21.1 , 35.9 , 95.5 , 73.3 , 86.5 , 31.1 
245,서동민,23S, 137.8 , 2 , 1.0 , 137.8 , 126.9 ,  , 125.0 ,  ,  ,  ,  , 21.7 , 73.9 , 0.0 , 4.3 , 0.0 , 0.0 , 0.0 , 0.0 , 87.5 , 6.7 , 34.8 , 71.4 , 0.0 , 62.5 , 34.8 
,김시현,23삼, 137.8 , 2 , 3.0 , 137.8 , 128.4 ,  , 130.8 , 133.3 ,  ,  ,  , 48.1 , 22.8 , 0.0 , 25.3 , 3.8 , 0.0 , 0.0 , 0.0 , 70.6 , 20.0 , 41.8 , 87.5 , 77.8 , 84.8 , 43.0 
247,신정락,23롯, 137.7 , 34 , 29.0 , 137.7 , 120.4 , 118.0 , 123.0 ,  , 123.0 ,  ,  , 47.3 , 1.7 , 34.0 , 16.9 , 0.0 , 0.2 , 0.0 , 0.0 , 62.8 , 25.3 , 40.3 , 85.0 , 73.6 , 80.7 , 40.1 
248,윤영철,23K, 137.6 , 25 , 122.2 , 137.6 , 128.3 , 117.9 , 126.2 , 121.0 , 126.0 ,  ,  , 41.4 , 32.2 , 3.6 , 22.7 , 0.0 , 0.0 , 0.0 , 0.0 , 64.1 , 29.9 , 43.9 , 89.4 , 67.1 , 80.4 , 40.8 
,최채흥,23삼, 137.6 , 15 , 63.1 , 137.6 , 128.4 , 109.7 , 122.1 ,  ,  ,  ,  , 37.9 , 35.2 , 6.4 , 20.5 , 0.0 , 0.0 , 0.0 , 0.0 , 66.0 , 31.3 , 47.1 , 89.7 , 77.4 , 85.3 , 45.6 
250,이종민,23키, 137.4 , 11 , 13.2 , 137.4 , 127.5 , 116.1 , 123.8 ,  ,  ,  ,  , 65.9 , 12.8 , 7.5 , 13.8 , 0.0 , 0.0 , 0.0 , 0.0 , 65.9 , 27.7 , 43.8 , 90.6 , 71.4 , 83.6 , 42.2 
251,최성영,23N, 137.3 , 18 , 66.2 , 137.3 , 125.6 , 114.0 , 124.6 ,  ,  ,  ,  , 46.6 , 28.2 , 0.1 , 25.2 , 0.0 , 0.0 , 0.0 , 0.0 , 63.9 , 26.1 , 42.8 , 87.5 , 71.5 , 82.1 , 44.2 
,이상민,23삼, 137.3 , 23 , 18.0 , 137.3 , 125.5 , 113.7 , 128.2 ,  ,  ,  ,  , 39.3 , 36.8 , 10.1 , 13.8 , 0.0 , 0.0 , 0.0 , 0.0 , 63.2 , 30.6 , 45.0 , 86.8 , 67.9 , 79.6 , 44.0 
253,임기영,23K, 137.2 , 64 , 82.0 , 137.2 , 128.9 , 118.0 , 125.0 ,  , 135.7 ,  ,  , 29.4 , 17.2 , 0.1 , 39.9 , 0.0 , 13.4 , 0.0 , 0.0 , 65.4 , 36.7 , 48.1 , 87.9 , 63.5 , 76.7 , 39.6 
,윤석원,23키, 137.2 , 21 , 24.0 , 137.2 , 125.8 , 117.2 , 128.5 ,  ,  ,  ,  , 46.5 , 28.8 , 24.2 , 0.5 , 0.0 , 0.0 , 0.0 , 0.0 , 69.0 , 23.5 , 45.0 , 94.1 , 84.6 , 91.5 , 47.1 
255,최성훈,23L, 137.1 , 5 , 3.0 , 137.1 , 128.1 , 117.0 ,  ,  , 132.5 ,  ,  , 34.8 , 59.1 , 3.0 , 0.0 , 0.0 , 3.0 , 0.0 , 0.0 , 77.4 , 25.7 , 50.0 , 91.7 , 55.6 , 81.8 , 47.0 
256,장원준,23두, 136.9 , 11 , 41.0 , 136.9 , 127.3 , 118.4 , 126.5 ,  , 135.8 ,  ,  , 6.7 , 34.3 , 3.6 , 17.3 , 0.0 , 38.2 , 0.0 , 0.0 , 63.0 , 29.3 , 43.4 , 89.0 , 70.9 , 81.9 , 41.9 
,허윤동,23삼, 136.9 , 7 , 10.2 , 136.9 , 130.0 , 118.1 , 128.0 , 126.4 ,  ,  ,  , 56.0 , 31.6 , 3.1 , 0.4 , 8.9 , 0.0 , 0.0 , 0.0 , 67.4 , 27.3 , 43.0 , 90.0 , 57.9 , 77.6 , 39.0 
258,김대유,23K, 136.8 , 41 , 24.2 , 136.8 , 127.3 , 118.1 , 126.8 ,  , 133.7 ,  ,  , 49.9 , 28.0 , 17.3 , 2.6 , 0.0 , 2.2 , 0.0 , 0.0 , 60.1 , 28.8 , 43.0 , 81.6 , 72.2 , 78.2 , 45.4 
,변시원,23키, 136.8 , 4 , 2.1 , 136.8 , 121.1 ,  , 130.0 , 128.0 , 136.7 ,  ,  , 67.6 , 22.1 , 0.0 , 2.9 , 2.9 , 4.4 , 0.0 , 0.0 , 75.0 , 18.2 , 38.2 , 83.3 , 62.5 , 76.9 , 35.3 
260,조현우,23K, 136.7 , 5 , 3.0 , 136.7 , 124.3 ,  ,  ,  ,  ,  ,  , 49.2 , 50.8 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 63.6 , 16.7 , 41.3 , 85.7 , 100.0 , 88.5 , 52.4 
261,박종훈,23S, 136.4 , 18 , 80.0 , 136.4 ,  , 121.7 , 124.7 ,  , 132.4 ,  ,  , 3.5 , 0.0 , 30.2 , 1.1 , 0.0 , 65.1 , 0.0 , 0.0 , 60.4 , 21.2 , 37.6 , 90.3 , 77.9 , 86.3 , 42.0 
262,백정현,23삼, 136.3 , 18 , 100.2 , 136.3 , 124.9 , 118.8 , 124.7 ,  , 132.0 ,  ,  , 40.2 , 30.7 , 5.6 , 22.5 , 0.0 , 1.0 , 0.0 , 0.0 , 66.7 , 28.8 , 45.8 , 89.3 , 68.0 , 81.9 , 44.8 
263,김태오,23K, 136.1 , 5 , 7.1 , 136.1 , 127.9 , 119.0 , 123.8 ,  , 134.5 ,  ,  , 37.3 , 15.5 , 2.8 , 11.3 , 0.0 , 33.1 , 0.0 , 0.0 , 68.6 , 27.5 , 42.3 , 97.1 , 76.0 , 88.3 , 35.9 
264,김유신,23K, 135.9 , 27 , 30.1 , 135.9 , 125.8 , 110.4 , 126.1 ,  ,  ,  ,  , 58.6 , 17.0 , 13.5 , 10.9 , 0.0 , 0.0 , 0.0 , 0.0 , 64.8 , 26.6 , 43.3 , 87.6 , 79.0 , 84.6 , 43.6 
,장민재,23한, 135.9 , 25 , 69.0 , 135.9 , 126.0 , 113.8 , 128.0 , 124.4 ,  ,  ,  , 40.9 , 4.3 , 9.8 , 0.1 , 44.9 , 0.0 , 0.0 , 0.0 , 62.4 , 28.4 , 43.4 , 86.7 , 59.9 , 76.9 , 44.1 
266,우규민,23삼, 135.8 , 56 , 43.0 , 135.8 , 127.8 , 116.9 , 123.4 ,  , 137.5 ,  ,  , 36.1 , 22.1 , 38.5 , 3.0 , 0.0 , 0.3 , 0.0 , 0.0 , 71.4 , 32.2 , 49.9 , 88.2 , 69.8 , 81.7 , 45.3 
,고봉재,23두, 135.8 , 10 , 11.1 , 135.8 , 119.7 , 116.6 , 123.9 ,  , 134.1 ,  ,  , 44.4 , 8.8 , 2.3 , 14.4 , 0.0 , 30.1 , 0.0 , 0.0 , 64.0 , 28.2 , 40.6 , 97.9 , 82.5 , 90.9 , 34.6 
268,이선우,23K, 135.5 , 22 , 37.1 , 135.5 , 120.4 , 111.0 , 124.4 ,  , 133.7 ,  ,  , 12.6 , 31.2 , 0.9 , 13.0 , 0.0 , 42.3 , 0.0 , 0.0 , 62.5 , 27.0 , 44.1 , 94.9 , 73.2 , 88.1 , 48.4 
269,이채호,23K, 135.4 , 25 , 24.2 , 135.4 ,  , 117.4 , 123.8 ,  ,  ,  ,  , 56.7 , 0.0 , 35.8 , 7.5 , 0.0 , 0.0 , 0.0 , 0.0 , 68.6 , 27.9 , 46.2 , 90.0 , 85.0 , 88.3 , 44.9 
